mode,mesh,nodes,region,variables,component,quantity,L1,L2,Linf
efficient,40,33694,interior,primitive,w,gradient,5.617321287906572e-17,6.348873881960502e-17,3.377336102585319e-16
efficient,40,33694,interior,primitive,w,value,1.113152591630895e-17,1.4188883564305425e-17,8.794912497930851e-17
efficient,80,252780,all,conservative,rho,dx,7.851329630582812e-16,1.3290089582742124e-15,5.760988203411949e-14
efficient,80,252780,all,conservative,rho,dy,8.164381638878487e-16,1.4963861707766493e-15,4.318133646334134e-14
efficient,80,252780,all,conservative,rho,dz,9.728162310301155e-16,1.820122981871938e-15,3.756704962300933e-14
efficient,80,252780,all,conservative,rho,gradient,1.7877108508028074e-15,2.705232716866168e-15,5.791315884910341e-14
efficient,80,252780,all,conservative,rho,mean,3.9897427969883753e-16,5.187119359222829e-16,2.817624605855329e-15
efficient,80,252780,all,conservative,rho,value,1.637095935107658e-16,2.1700182194759425e-16,2.5999168096202396e-15
efficient,80,252780,all,conservative,rhoE,dx,2.188685650072425e-15,3.7868177217616375e-15,1.3121463854462658e-13
efficient,80,252780,all,conservative,rhoE,dy,2.1557696260683993e-15,3.5450972495720446e-15,1.007921663273288e-13
efficient,80,252780,all,conservative,rhoE,dz,2.7196521628248134e-15,5.262530924541637e-15,1.1904227468139891e-13
efficient,80,252780,all,conservative,rhoE,gradient,4.917514373531664e-15,7.389312193873551e-15,1.5875097990755134e-13
efficient,80,252780,all,conservative,rhoE,mean,1.2348549630577969e-15,1.5357091239281441e-15,7.601558271730369e-15
efficient,80,252780,all,conservative,rhoE,value,1.3726751117756726e-15,1.7135197993905954e-15,8.997576989022704e-15
efficient,80,252780,all,conservative,rhou,dx,2.92040739008066e-16,4.794502376270074e-16,1.1857578864987403e-14
efficient,80,252780,all,conservative,rhou,dy,2.9239754384658993e-16,4.708529111268965e-16,1.2459225308630948e-14
efficient,80,252780,all,conservative,rhou,dz,3.259383527402027e-16,5.726795325496973e-16,1.0656449088089362e-14
efficient,80,252780,all,conservative,rhou,gradient,6.294855242756312e-16,8.82913835704598e-16,1.491646682777525e-14
efficient,80,252780,all,conservative,rhou,mean,1.279699321664207e-16,1.600951139190642e-16,7.266322959997851e-16
efficient,80,252780,all,conservative,rhou,value,5.832826936939315e-17,7.4195948636942e-17,6.084000490902408e-16
efficient,80,252780,all,conservative,rhov,dx,1.3481070312433648e-16,2.401448546158921e-16,1.1414407627093927e-14
efficient,80,252780,all,conservative,rhov,dy,1.3464016219606767e-16,2.26773428748866e-16,8.290363770371671e-15
efficient,80,252780,all,conservative,rhov,dz,1.5877194368399937e-16,2.86176041993739e-16,6.921485682775258e-15
efficient,80,252780,all,conservative,rhov,gradient,2.9755619358044095e-16,4.3702684836999106e-16,1.1910390204069359e-14
efficient,80,252780,all,conservative,rhov,mean,6.363850259605156e-17,7.98605424656208e-17,4.2782617726278005e-16
efficient,80,252780,all,conservative,rhov,value,2.980766595528633e-17,3.7859883528803214e-17,3.972516759986888e-16
efficient,80,252780,all,conservative,rhow,dx,8.807003675014252e-17,1.5325157852872145e-16,5.22699161311182e-15
efficient,80,252780,all,conservative,rhow,dy,8.734240500017013e-17,1.6591321903780686e-16,6.495455215360657e-15
efficient,80,252780,all,conservative,rhow,dz,9.484895269063999e-17,1.885517773797105e-16,6.114497065135352e-15
efficient,80,252780,all,conservative,rhow,gradient,1.8890251538411426e-16,2.942193320060393e-16,7.904824420293012e-15
efficient,80,252780,all,conservative,rhow,mean,3.301868249210626e-17,4.148101800109241e-17,3.0262793139501643e-16
efficient,80,252780,all,conservative,rhow,value,1.5718719155134e-17,2.036102308324306e-17,2.990771692801264e-16
efficient,80,252780,all,primitive,p,dx,8.76787129239498e-16,1.5170745339532309e-15,5.359525365473131e-14
efficient,80,252780,all,primitive,p,dy,8.639679343379914e-16,1.4211380867973044e-15,4.0095602000999263e-14
efficient,80,252780,all,primitive,p,dz,1.0893100066737234e-15,2.1076526741620926e-15,4.755649541700324e-14
efficient,80,252780,all,primitive,p,gradient,1.970065767060919e-15,2.9602953228044554e-15,6.426278622574295e-14
efficient,80,252780,all,primitive,p,value,5.588189502051459e-16,6.97808210206012e-16,3.610176393942233e-15
efficient,80,252780,all,primitive,rho,dx,7.851329630582812e-16,1.3290089582742124e-15,5.760988203411949e-14
efficient,80,252780,all,primitive,rho,dy,8.164381638878487e-16,1.4963861707766493e-15,4.318133646334134e-14
efficient,80,252780,all,primitive,rho,dz,9.728162310301155e-16,1.820122981871938e-15,3.756704962300933e-14
efficient,80,252780,all,primitive,rho,gradient,1.7877108508028074e-15,2.705232716866168e-15,5.791315884910341e-14
efficient,80,252780,all,primitive,rho,value,1.637095935107658e-16,2.1700182194759425e-16,2.5999168096202396e-15
efficient,80,252780,all,primitive,u,dx,1.8642222655671513e-16,3.053568105434413e-16,9.90662333592786e-15
efficient,80,252780,all,primitive,u,dy,1.8879181516249428e-16,3.1399805671585996e-16,8.943744021818194e-15
efficient,80,252780,all,primitive,u,dz,2.1568784018391573e-16,3.859511130236194e-16,7.477135696284053e-15
efficient,80,252780,all,primitive,u,gradient,4.092969658411366e-16,5.837772032297679e-16,1.0310567440586909e-14
efficient,80,252780,all,primitive,u,value,3.920750593218052e-17,4.99199276342125e-17,4.2896458954388983e-16
efficient,80,252780,all,primitive,v,dx,1.014952608891851e-16,1.7194648862882737e-16,7.119128433160195e-15
efficient,80,252780,all,primitive,v,dy,1.0400347267256765e-16,1.8169796589169136e-16,4.776277335064808e-15
efficient,80,252780,all,primitive,v,dz,1.2374432216251515e-16,2.247512753470982e-16,4.872268190845349e-15
efficient,80,252780,all,primitive,v,gradient,2.2857499537377736e-16,3.362928508474551e-16,8.427675473966724e-15
efficient,80,252780,all,primitive,v,value,2.2333703136534992e-17,2.863770014145331e-17,2.763631337665551e-16
efficient,80,252780,all,primitive,w,dx,5.781196479703893e-17,9.80735999661333e-17,2.833943754375367e-15
efficient,80,252780,all,primitive,w,dy,5.830995039333678e-17,1.0666796967387531e-16,4.083040583559945e-15
efficient,80,252780,all,primitive,w,dz,6.739125743697902e-17,1.2847884416201432e-16,3.723794640629846e-15
efficient,80,252780,all,primitive,w,gradient,1.2773324908990467e-16,1.9365768810421943e-16,4.085228954587115e-15
efficient,80,252780,all,primitive,w,value,1.152075540878489e-17,1.493336186730843e-17,1.765419949985303e-16
efficient,80,252780,boundary,conservative,rho,dx,2.3403333898694235e-15,4.2958948078988915e-15,5.760988203411949e-14
efficient,80,252780,boundary,conservative,rho,dy,2.699501791757751e-15,5.198666317734688e-15,4.318133646334134e-14
efficient,80,252780,boundary,conservative,rho,dz,4.505371425574646e-15,6.679912704471228e-15,3.756704962300933e-14
efficient,80,252780,boundary,conservative,rho,gradient,7.58744087573785e-15,9.49221140846736e-15,5.791315884910341e-14
efficient,80,252780,boundary,conservative,rho,mean,3.5527465155241683e-16,4.610157768610292e-16,1.9565512404673413e-15
efficient,80,252780,boundary,conservative,rho,value,2.937664187826769e-16,3.909954698784498e-16,2.5999168096202396e-15
efficient,80,252780,boundary,conservative,rhoE,dx,7.370740220054118e-15,1.2739837777554082e-14,1.3121463854462658e-13
efficient,80,252780,boundary,conservative,rhoE,dy,6.874841011913809e-15,1.1507237112057665e-14,1.007921663273288e-13
efficient,80,252780,boundary,conservative,rhoE,dz,1.3276031294073084e-14,1.9693461386133978e-14,1.1904227468139891e-13
efficient,80,252780,boundary,conservative,rhoE,gradient,2.1744395783897728e-14,2.6125703701884505e-14,1.5875097990755134e-13
efficient,80,252780,boundary,conservative,rhoE,mean,1.1347754562364552e-15,1.4176702525073535e-15,5.560222421374661e-15
efficient,80,252780,boundary,conservative,rhoE,value,1.632784438666338e-15,2.056857085490708e-15,8.997576989022704e-15
efficient,80,252780,boundary,conservative,rhou,dx,8.293002887374776e-16,1.5481857556615437e-15,1.1857578864987403e-14
efficient,80,252780,boundary,conservative,rhou,dy,7.954157687396491e-16,1.4852786682670337e-15,1.2459225308630948e-14
efficient,80,252780,boundary,conservative,rhou,dz,1.4112074855596234e-15,2.048994008980841e-15,1.0656449088089362e-14
efficient,80,252780,boundary,conservative,rhou,gradient,2.4483957306556145e-15,2.96669990145309e-15,1.491646682777525e-14
efficient,80,252780,boundary,conservative,rhou,mean,1.089786697336301e-16,1.3597014811165937e-16,5.677424676220344e-16
efficient,80,252780,boundary,conservative,rhou,value,9.487969386107574e-17,1.2083494424263972e-16,6.084000490902408e-16
efficient,80,252780,boundary,conservative,rhov,dx,4.3333391559939483e-16,8.302505164967565e-16,1.1414407627093927e-14
efficient,80,252780,boundary,conservative,rhov,dy,4.116755555735371e-16,7.506156395257973e-16,8.290363770371671e-15
efficient,80,252780,boundary,conservative,rhov,dz,7.211502782597715e-16,1.0427951308328403e-15,6.921485682775258e-15
efficient,80,252780,boundary,conservative,rhov,gradient,1.2537726108589496e-15,1.5297586225717223e-15,1.1910390204069359e-14
efficient,80,252780,boundary,conservative,rhov,mean,5.4837904879710116e-17,6.853354542641013e-17,4.215920147709884e-16
efficient,80,252780,boundary,conservative,rhov,value,4.911632566608157e-17,6.258357470507318e-17,3.972516759986888e-16
efficient,80,252780,boundary,conservative,rhow,dx,2.6168717872108537e-16,5.091812338405295e-16,5.22699161311182e-15
efficient,80,252780,boundary,conservative,rhow,dy,2.895831892782307e-16,5.856270539069099e-16,6.495455215360657e-15
efficient,80,252780,boundary,conservative,rhow,dz,4.618664645202032e-16,7.128664206713752e-16,6.114497065135352e-15
efficient,80,252780,boundary,conservative,rhow,gradient,8.232521538081021e-16,1.05375666492975e-15,7.904824420293012e-15
efficient,80,252780,boundary,conservative,rhow,mean,2.9425522904729016e-17,3.761642373475625e-17,2.1721990525747081e-16
efficient,80,252780,boundary,conservative,rhow,value,2.9574353523913134e-17,3.877805419044131e-17,2.990771692801264e-16
efficient,80,252780,boundary,primitive,p,dx,2.9517732527992832e-15,5.104173751492855e-15,5.359525365473131e-14
efficient,80,252780,boundary,primitive,p,dy,2.7559004815241826e-15,4.614888230077409e-15,4.0095602000999263e-14
efficient,80,252780,boundary,primitive,p,dz,5.317415007625642e-15,7.887028925891125e-15,4.755649541700324e-14
efficient,80,252780,boundary,primitive,p,gradient,8.71119765608547e-15,1.046685283833583e-14,6.426278622574295e-14
efficient,80,252780,boundary,primitive,p,value,6.613755772656193e-16,8.330747789874014e-16,3.610176393942233e-15
efficient,80,252780,boundary,primitive,rho,dx,2.3403333898694235e-15,4.2958948078988915e-15,5.760988203411949e-14
efficient,80,252780,boundary,primitive,rho,dy,2.699501791757751e-15,5.198666317734688e-15,4.318133646334134e-14
efficient,80,252780,boundary,primitive,rho,dz,4.505371425574646e-15,6.679912704471228e-15,3.756704962300933e-14
efficient,80,252780,boundary,primitive,rho,gradient,7.58744087573785e-15,9.49221140846736e-15,5.791315884910341e-14
efficient,80,252780,boundary,primitive,rho,value,2.937664187826769e-16,3.909954698784498e-16,2.5999168096202396e-15
efficient,80,252780,boundary,primitive,u,dx,5.393439653792037e-16,9.836752951427048e-16,9.90662333592786e-15
efficient,80,252780,boundary,primitive,u,dy,5.510733265619748e-16,1.0257162433622801e-15,8.943744021818194e-15
efficient,80,252780,boundary,primitive,u,dz,9.594156366424655e-16,1.3968951416945558e-15,7.477135696284053e-15
efficient,80,252780,boundary,primitive,u,gradient,1.6430777146010262e-15,1.992743569820555e-15,1.0310567440586909e-14
efficient,80,252780,boundary,primitive,u,value,6.427931488367423e-17,8.140123963025971e-17,4.2896458954388983e-16
efficient,80,252780,boundary,primitive,v,dx,3.1121330991080037e-16,5.689208761635914e-16,7.119128433160195e-15
efficient,80,252780,boundary,primitive,v,dy,3.3313942938849335e-16,6.172883580272146e-16,4.776277335064808e-15
efficient,80,252780,boundary,primitive,v,dz,5.652014680185186e-16,8.192842415815444e-16,4.872268190845349e-15
efficient,80,252780,boundary,primitive,v,gradient,9.63219660316133e-16,1.1730057752605182e-15,8.427675473966724e-15
efficient,80,252780,boundary,primitive,v,value,3.840846652171753e-17,4.879658850819181e-17,2.763631337665551e-16
efficient,80,252780,boundary,primitive,w,dx,1.716641373865399e-16,3.2124716394351726e-16,2.833943754375367e-15
efficient,80,252780,boundary,primitive,w,dy,1.9180483598018529e-16,3.712776761333995e-16,4.083040583559945e-15
efficient,80,252780,boundary,primitive,w,dz,3.1596688116620547e-16,4.778374709918256e-16,3.723794640629846e-15
efficient,80,252780,boundary,primitive,w,gradient,5.455409938762256e-16,6.851098465360387e-16,4.085228954587115e-15
efficient,80,252780,boundary,primitive,w,value,2.074866758180913e-17,2.6921952047478735e-17,1.765419949985303e-16
efficient,80,252780,interior,conservative,rho,dx,6.997526803025019e-16,9.219931765013408e-16,1.1390509439520094e-14
efficient,80,252780,interior,conservative,rho,dy,7.130582379163e-16,9.372144845956268e-16,9.891254346616404e-15
efficient,80,252780,interior,conservative,rho,dz,7.788794521037748e-16,1.022263730826305e-15,8.621948370101523e-15
efficient,80,252780,interior,conservative,rho,gradient,1.4693064953902377e-15,1.6653724937724293e-15,1.1712088022393796e-14
efficient,80,252780,interior,conservative,rho,mean,4.0137338308329493e-16,5.216947102685861e-16,2.817624605855329e-15
efficient,80,252780,interior,conservative,rho,value,1.5656949225783503e-16,2.0317987802813557e-16,1.8332774534557394e-15
efficient,80,252780,interior,conservative,rhoE,dx,1.9041915894913527e-15,2.4933540669754543e-15,1.9942001609069004e-14
efficient,80,252780,interior,conservative,rhoE,dy,1.896693276601115e-15,2.4470457422485697e-15,2.7835635475737495e-14
efficient,80,252780,interior,conservative,rhoE,dz,2.140108446423372e-15,2.8147284456603154e-15,2.2068833576988772e-14
efficient,80,252780,interior,conservative,rhoE,gradient,3.993720971763557e-15,4.48637309981785e-15,2.947357840795549e-14
efficient,80,252780,interior,conservative,rhoE,mean,1.2403493137814586e-15,1.5419278027062564e-15,7.601558271730369e-15
efficient,80,252780,interior,conservative,rhoE,value,1.3583951466377693e-15,1.692655202481639e-15,7.755081299354316e-15
efficient,80,252780,interior,conservative,rhou,dx,2.625452659627069e-16,3.3302278496783136e-16,2.1301955357533146e-15
efficient,80,252780,interior,conservative,rhou,dy,2.64781914676052e-16,3.358004113994953e-16,2.5540567517899973e-15
efficient,80,252780,interior,conservative,rhou,dz,2.6635723134336737e-16,3.3981853180094596e-16,2.2902127649838608e-15
efficient,80,252780,interior,conservative,rhou,gradient,5.296276120407859e-16,5.823596192724489e-16,2.58932575293058e-15
efficient,80,252780,interior,conservative,rhou,mean,1.2901254977920534e-16,1.6131513031518877e-16,7.266322959997851e-16
efficient,80,252780,interior,conservative,rhou,value,5.632160135128786e-17,7.075074004377054e-17,4.4072818311535755e-16
efficient,80,252780,interior,conservative,rhov,dx,1.1842182111859666e-16,1.5163197278703022e-16,2.1183929786662732e-15
efficient,80,252780,interior,conservative,rhov,dy,1.194309584097578e-16,1.5270098111831682e-16,1.52978512493805e-15
efficient,80,252780,interior,conservative,rhov,dz,1.2789745291481919e-16,1.6338160699211598e-16,1.3898099657889615e-15
efficient,80,252780,interior,conservative,rhov,gradient,2.4506004795478484e-16,2.701914030999312e-16,2.2417916191556595e-15
efficient,80,252780,interior,conservative,rhov,mean,6.412165416191314e-17,8.043621811806982e-17,4.2782617726278005e-16
efficient,80,252780,interior,conservative,rhov,value,2.8747623276978474e-17,3.6014388085598146e-17,3.1165391448095825e-16
efficient,80,252780,interior,conservative,rhow,dx,7.853848029145242e-17,1.0267320090617855e-16,1.4409169692109706e-15
efficient,80,252780,interior,conservative,rhow,dy,7.623941464038901e-17,1.0104470517547712e-16,1.5273473641158521e-15
efficient,80,252780,interior,conservative,rhow,dz,7.469974336937898e-17,9.800321749610776e-17,1.2336526656990532e-15
efficient,80,252780,interior,conservative,rhow,gradient,1.5407681024608044e-16,1.7423102269087738e-16,1.6221316661182412e-15
efficient,80,252780,interior,conservative,rhow,mean,3.3215946443600046e-17,4.1682809606241595e-17,3.0262793139501643e-16
efficient,80,252780,interior,conservative,rhow,value,1.4958046794342187e-17,1.8835503437600078e-17,1.5726352511902242e-16
efficient,80,252780,interior,primitive,p,dx,7.628706854875383e-16,9.987915294420747e-16,8.036461409267458e-15
efficient,80,252780,interior,primitive,p,dy,7.601011059544404e-16,9.804581367141566e-16,1.0746091855446706e-14
efficient,80,252780,interior,primitive,p,dz,8.571876420710966e-16,1.1273942931424114e-15,8.88294738499607e-15
efficient,80,252780,interior,primitive,p,gradient,1.599978582890648e-15,1.7971924129998742e-15,1.1407672289601511e-14
efficient,80,252780,interior,primitive,p,value,5.531886059318706e-16,6.896142287103218e-16,3.327199626923516e-15
efficient,80,252780,interior,primitive,rho,dx,6.997526803025019e-16,9.219931765013408e-16,1.1390509439520094e-14
efficient,80,252780,interior,primitive,rho,dy,7.130582379163e-16,9.372144845956268e-16,9.891254346616404e-15
efficient,80,252780,interior,primitive,rho,dz,7.788794521037748e-16,1.022263730826305e-15,8.621948370101523e-15
efficient,80,252780,interior,primitive,rho,gradient,1.4693064953902377e-15,1.6653724937724293e-15,1.1712088022393796e-14
efficient,80,252780,interior,primitive,rho,value,1.5656949225783503e-16,2.0317987802813557e-16,1.8332774534557394e-15
efficient,80,252780,interior,primitive,u,dx,1.670468731734151e-16,2.126963951187794e-16,2.3154687463721423e-15
efficient,80,252780,interior,primitive,u,dy,1.6890261159282807e-16,2.1505305867793724e-16,2.1377824098618714e-15
efficient,80,252780,interior,primitive,u,dz,1.7485728969006756e-16,2.2362709033092343e-16,1.7077844401223313e-15
efficient,80,252780,interior,primitive,u,gradient,3.415625778023194e-16,3.7616040471205247e-16,2.39324806548626e-15
efficient,80,252780,interior,primitive,u,value,3.783106717832408e-17,4.7592375784151607e-17,2.5790459177998937e-16
efficient,80,252780,interior,primitive,v,dx,8.998176975597422e-17,1.1584149498269308e-16,1.4221304137155806e-15
efficient,80,252780,interior,primitive,v,dy,9.14239411622555e-17,1.179292632545724e-16,1.2769955533682925e-15
efficient,80,252780,interior,primitive,v,dz,9.950838749586151e-17,1.2820316259595535e-16,1.0653311254536259e-15
efficient,80,252780,interior,primitive,v,gradient,1.88243107511312e-16,2.0919515766670254e-16,1.6244189074209773e-15
efficient,80,252780,interior,primitive,v,value,2.145120090762741e-17,2.7100180532090222e-17,1.6433794429449033e-16
efficient,80,252780,interior,primitive,w,dx,5.156149667700166e-17,6.693900512257564e-17,8.288119450698803e-16
efficient,80,252780,interior,primitive,w,dy,5.098110011696027e-17,6.65952135533819e-17,7.429461505639029e-16
efficient,80,252780,interior,primitive,w,dz,5.374449096603992e-17,6.98414253617616e-17,7.561571116839914e-16
efficient,80,252780,interior,primitive,w,gradient,1.0479566318623008e-16,1.1744606239284166e-16,8.393664621697881e-16
efficient,80,252780,interior,primitive,w,value,1.1014144339886416e-17,1.398060460729507e-17,1.0291789122318651e-16
traditional,10,745,all,conservative,rho,dx,9.630466932564622e-15,1.917849090757369e-14,1.1686281486240034e-13
traditional,10,745,all,conservative,rho,dy,9.73184927261061e-15,1.931779177414122e-14,1.1289411059770904e-13
traditional,10,745,all,conservative,rho,dz,1.4762758065541685e-14,2.3584927528564103e-14,8.761667132377478e-14
traditional,10,745,all,conservative,rho,gradient,2.6111105954534798e-14,3.6017223644370285e-14,1.3040279671960958e-13
traditional,10,745,all,conservative,rho,mean,1.2711045169948571e-14,1.5194527124046038e-14,3.046282844032522e-14
traditional,10,745,all,conservative,rho,value,1.676942283020182e-14,1.980396570841983e-14,4.216310460491979e-14
traditional,10,745,all,conservative,rhoE,dx,2.3712878569289175e-14,4.712575671295022e-14,2.9445862387940044e-13
traditional,10,745,all,conservative,rhoE,dy,2.4436247069074612e-14,4.836325601781402e-14,2.791891168935339e-13
traditional,10,745,all,conservative,rhoE,dz,3.7475843908384306e-14,5.998425167205404e-14,2.2262702790299736e-13
traditional,10,745,all,conservative,rhoE,gradient,6.544327816603327e-14,9.032138133946531e-14,3.337340664813864e-13
traditional,10,745,all,conservative,rhoE,mean,3.177181433572297e-14,3.8013190082281664e-14,7.529133566608337e-14
traditional,10,745,all,conservative,rhoE,value,4.198879033629395e-14,4.950851130471911e-14,1.1060206570046027e-13
traditional,10,745,all,conservative,rhou,dx,2.779069697728936e-15,5.5093303002450635e-15,3.3876659103082997e-14
traditional,10,745,all,conservative,rhou,dy,2.840793362410222e-15,5.580985741076903e-15,3.270840849821941e-14
traditional,10,745,all,conservative,rhou,dz,4.330743962773942e-15,6.902087092427857e-15,2.4857696332087134e-14
traditional,10,745,all,conservative,rhou,gradient,7.606334670801027e-15,1.0446957855316606e-14,3.749425199899804e-14
traditional,10,745,all,conservative,rhou,mean,3.793296365005778e-15,4.5329594387450086e-15,9.03644563690631e-15
traditional,10,745,all,conservative,rhou,value,4.872233936946186e-15,5.7458007100967596e-15,1.27675647831893e-14
traditional,10,745,all,conservative,rhov,dx,1.8803560900278314e-15,3.7136848259903336e-15,2.2094583378585303e-14
traditional,10,745,all,conservative,rhov,dy,1.913861326599734e-15,3.730715649840795e-15,2.1505676098710225e-14
traditional,10,745,all,conservative,rhov,dz,2.921874935674586e-15,4.635864712208666e-15,1.720897823046896e-14
traditional,10,745,all,conservative,rhov,gradient,5.127237993877175e-15,7.014337878706682e-15,2.548511913756191e-14
traditional,10,745,all,conservative,rhov,mean,2.534587631397393e-15,3.0396858244061292e-15,6.1090997711954476e-15
traditional,10,745,all,conservative,rhov,value,3.2855359364640632e-15,3.8855347099819025e-15,8.311466749219565e-15
traditional,10,745,all,conservative,rhow,dx,7.858721169005998e-16,1.5735833521382426e-15,9.95524345061673e-15
traditional,10,745,all,conservative,rhow,dy,8.081168874184172e-16,1.6283895797379845e-15,9.48032033566248e-15
traditional,10,745,all,conservative,rhow,dz,1.2149190363244454e-15,1.9459317102978606e-15,7.884165732384082e-15
traditional,10,745,all,conservative,rhow,gradient,2.1468821648459255e-15,2.9857105369859014e-15,1.1412209538499827e-14
traditional,10,745,all,conservative,rhow,mean,1.2900483760419869e-15,1.549393183218966e-15,3.2892389983593673e-15
traditional,10,745,all,conservative,rhow,value,1.3846579428637223e-15,1.629823158279969e-15,3.5220714149006294e-15
traditional,10,745,all,primitive,p,dx,9.244108598999419e-15,1.83754692299244e-14,1.1503476529629506e-13
traditional,10,745,all,primitive,p,dy,9.525299310644637e-15,1.886361613027654e-14,1.0899422945404805e-13
traditional,10,745,all,primitive,p,dz,1.4614108629582838e-14,2.3391247128002617e-14,8.70127675373268e-14
traditional,10,745,all,primitive,p,gradient,2.5512626583802484e-14,3.522278133727684e-14,1.3038125298856767e-13
traditional,10,745,all,primitive,p,value,1.635996556536069e-14,1.9292337689454288e-14,4.347932604231719e-14
traditional,10,745,all,primitive,rho,dx,9.630466932564622e-15,1.917849090757369e-14,1.1686281486240034e-13
traditional,10,745,all,primitive,rho,dy,9.73184927261061e-15,1.931779177414122e-14,1.1289411059770904e-13
traditional,10,745,all,primitive,rho,dz,1.4762758065541685e-14,2.3584927528564103e-14,8.761667132377478e-14
traditional,10,745,all,primitive,rho,gradient,2.6111105954534798e-14,3.6017223644370285e-14,1.3040279671960958e-13
traditional,10,745,all,primitive,rho,value,1.676942283020182e-14,1.980396570841983e-14,4.216310460491979e-14
traditional,10,745,all,primitive,u,dx,2.079317923927397e-16,4.404358099334624e-16,4.331729033357334e-15
traditional,10,745,all,primitive,u,dy,2.1890887055201974e-16,4.473125042247648e-16,3.7828000145267646e-15
traditional,10,745,all,primitive,u,dz,2.9950756911802925e-16,5.017014374750053e-16,3.962778038380501e-15
traditional,10,745,all,primitive,u,gradient,5.339559410231188e-16,8.036022097232322e-16,5.403664580088563e-15
traditional,10,745,all,primitive,u,value,3.885687005823702e-16,5.086845988858206e-16,2.0349661625923554e-15
traditional,10,745,all,primitive,v,dx,1.1914875599906295e-16,2.340993098728316e-16,2.0588865847810537e-15
traditional,10,745,all,primitive,v,dy,1.3443328142350069e-16,2.8041324742033606e-16,3.183486934894668e-15
traditional,10,745,all,primitive,v,dz,2.3411997338994066e-16,4.157404216123585e-16,2.7924363871028278e-15
traditional,10,745,all,primitive,v,gradient,3.6093457752030813e-16,5.534204318365706e-16,4.209079552874986e-15
traditional,10,745,all,primitive,v,value,2.6498122367909343e-16,3.377882516038408e-16,1.3540058831085222e-15
traditional,10,745,all,primitive,w,dx,1.1261283017202752e-16,2.272133471068503e-16,1.9955135384311774e-15
traditional,10,745,all,primitive,w,dy,1.1136089648981755e-16,2.3450330634699603e-16,2.3896855614523272e-15
traditional,10,745,all,primitive,w,dz,2.2029147983211413e-16,3.604376411232911e-16,1.8928480100867135e-15
traditional,10,745,all,primitive,w,gradient,3.3473149851549157e-16,4.863465831376771e-16,2.687415215658507e-15
traditional,10,745,all,primitive,w,value,2.103091179250784e-16,2.694028207304042e-16,9.197083741287193e-16
traditional,10,745,boundary,conservative,rho,dx,1.5562159502602084e-14,2.911663409414212e-14,1.1686281486240034e-13
traditional,10,745,boundary,conservative,rho,dy,1.5443966710505646e-14,2.921028834050324e-14,1.1289411059770904e-13
traditional,10,745,boundary,conservative,rho,dz,2.6501631538914102e-14,3.5709473007533515e-14,8.761667132377478e-14
traditional,10,745,boundary,conservative,rho,gradient,4.4866914111049624e-14,5.45544295945184e-14,1.3040279671960958e-13
traditional,10,745,boundary,conservative,rho,mean,8.739066549268227e-15,1.0413754584163492e-14,2.2586967018956017e-14
traditional,10,745,boundary,conservative,rho,value,1.751897769983674e-14,2.1118272205237167e-14,4.216310460491979e-14
traditional,10,745,boundary,conservative,rhoE,dx,3.786138571598552e-14,7.144559779245713e-14,2.9445862387940044e-13
traditional,10,745,boundary,conservative,rhoE,dy,3.8547712433393125e-14,7.30610567394376e-14,2.791891168935339e-13
traditional,10,745,boundary,conservative,rhoE,dz,6.760396037720004e-14,9.106119494854895e-14,2.2262702790299736e-13
traditional,10,745,boundary,conservative,rhoE,gradient,1.1253098719478592e-13,1.3687414906132754e-13,3.337340664813864e-13
traditional,10,745,boundary,conservative,rhoE,mean,2.1773672227909236e-14,2.5906764515211837e-14,5.0740227991452613e-14
traditional,10,745,boundary,conservative,rhoE,value,4.4064547952259456e-14,5.28370713464424e-14,1.1060206570046027e-13
traditional,10,745,boundary,conservative,rhou,dx,4.4817596705241844e-15,8.33936502918025e-15,3.3876659103082997e-14
traditional,10,745,boundary,conservative,rhou,dy,4.513844942039743e-15,8.441354768468252e-15,3.270840849821941e-14
traditional,10,745,boundary,conservative,rhou,dz,7.805351509400617e-15,1.0465651606464021e-14,2.4857696332087134e-14
traditional,10,745,boundary,conservative,rhou,gradient,1.3099339014262449e-14,1.5821862815893053e-14,3.749425199899804e-14
traditional,10,745,boundary,conservative,rhou,mean,2.6065439385933892e-15,3.118013148249923e-15,6.136204825507585e-15
traditional,10,745,boundary,conservative,rhou,value,5.091780011476751e-15,6.127578599270881e-15,1.27675647831893e-14
traditional,10,745,boundary,conservative,rhov,dx,3.02534201114647e-15,5.626355393463962e-15,2.2094583378585303e-14
traditional,10,745,boundary,conservative,rhov,dy,3.0089773804832324e-15,5.616073823143111e-15,2.1505676098710225e-14
traditional,10,745,boundary,conservative,rhov,dz,5.2260296709735785e-15,7.003222395381963e-15,1.720897823046896e-14
traditional,10,745,boundary,conservative,rhov,gradient,8.773586851099959e-15,1.0594398714402518e-14,2.548511913756191e-14
traditional,10,745,boundary,conservative,rhov,mean,1.7483918674355002e-15,2.0961256277782115e-15,4.326779819846527e-15
traditional,10,745,boundary,conservative,rhov,value,3.436080353224071e-15,4.1286176663917755e-15,8.311466749219565e-15
traditional,10,745,boundary,conservative,rhow,dx,1.271260407538545e-15,2.3999210549724462e-15,9.95524345061673e-15
traditional,10,745,boundary,conservative,rhow,dy,1.3047377334006344e-15,2.4755179439141152e-15,9.48032033566248e-15
